,entity,incoming_domestic_amount_30,incoming_domestic_amount_60,incoming_domestic_amount_90,outgoing_domestic_amount_30,outgoing_domestic_amount_60,outgoing_domestic_amount_90,incoming_foreign_amount_30,incoming_foreign_amount_60,incoming_foreign_amount_90,outgoing_foreign_amount_30,outgoing_foreign_amount_60,outgoing_foreign_amount_90,incoming_domestic_count_30,incoming_domestic_count_60,incoming_domestic_count_90,outgoing_domestic_count_30,outgoing_domestic_count_60,outgoing_domestic_count_90,incoming_foreign_count_30,incoming_foreign_count_60,incoming_foreign_count_90,outgoing_foreign_count_30,outgoing_foreign_count_60,outgoing_foreign_count_90,balance_difference_30,balance_difference_60,balance_difference_90,isFraud
9138,C515547875,79927.35,79927.35,79927.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,79927.3500000001,79927.3500000001,79927.3500000001,0
9139,C1037985396,105689.07,105689.07,105689.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,105689.0700000003,105689.0700000003,105689.0700000003,0
9140,C1658281127,271903.43,271903.43,271903.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,271903.4299999997,271903.4299999997,271903.4299999997,0
9141,C2100587296,107242.05,107242.05,107242.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,107242.05000000075,107242.05000000075,107242.05000000075,0
9142,C440727565,108613.48,108613.48,108613.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,108613.48000000045,108613.48000000045,108613.48000000045,0
9143,C350374211,116675.53,116675.53,116675.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,116675.53000000119,116675.53000000119,116675.53000000119,0
9144,C1314039503,0.0,0.0,0.0,0.0,0.0,0.0,650711.15,650711.15,650711.15,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,650711.15,650711.15,650711.15,0
9145,C106478442,15370.16,15370.16,15370.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,15370.160000000003,15370.160000000003,15370.160000000003,0
9146,C2106552707,0.0,0.0,0.0,176334.82,176334.82,176334.82,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-176334.82,-176334.82,-176334.82,0
9147,C136248745,471279.83,471279.83,471279.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,471279.83,471279.83,471279.83,0
9148,C1500164063,0.0,0.0,0.0,53914.55,53914.55,53914.55,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-53914.55,-53914.55,-53914.55,0
9149,C1166293896,72293.61,72293.61,72293.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,72293.61,72293.61,72293.61,0
9150,C139268605,0.0,0.0,0.0,254904.98,254904.98,254904.98,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-254904.98,-254904.98,-254904.98,0
9151,C174731659,239640.96,239640.96,239640.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,239640.95999999996,239640.95999999996,239640.95999999996,0
9152,C847493979,39736.9,39736.9,39736.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,39736.90000000037,39736.90000000037,39736.90000000037,0
9153,C1662371150,267646.18,267646.18,267646.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,267646.18000000063,267646.18000000063,267646.18000000063,0
9154,C632853276,0.0,0.0,0.0,410782.06,410782.06,410782.06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-410782.06,-410782.06,-410782.06,0
9155,C308847904,0.0,0.0,0.0,0.0,0.0,0.0,2837449.36,2837449.36,2837449.36,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2837449.36,2837449.36,2837449.36,0
9156,C1836362040,0.0,0.0,0.0,40707.26,40707.26,40707.26,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-40707.26,-40707.26,-40707.26,0
9157,C1857740315,0.0,0.0,0.0,0.0,0.0,0.0,2294899.65,2294899.65,2294899.65,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2294899.65,2294899.65,2294899.65,0
9158,C2040793481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025846.36,2025846.36,2025846.36,0,0,0,0,0,0,0,0,0,1,1,1,-2025846.36,-2025846.36,-2025846.36,0
9159,C1242273577,0.0,0.0,0.0,0.0,0.0,0.0,85147.49,85147.49,85147.49,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,85147.49,85147.49,85147.49,0
9160,C2008770769,0.0,0.0,0.0,36013.23,36013.23,36013.23,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-36013.23,-36013.23,-36013.23,0
9161,C405755220,0.0,0.0,0.0,267010.66,267010.66,267010.66,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-267010.66,-267010.66,-267010.66,0
9162,C201190687,0.0,0.0,0.0,36597.48,36597.48,36597.48,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-36597.47999999998,-36597.47999999998,-36597.47999999998,0
9163,C754292210,178926.98,178926.98,178926.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,178926.98000000045,178926.98000000045,178926.98000000045,0
9164,C1598435791,0.0,0.0,0.0,192563.08,192563.08,192563.08,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-192563.08,-192563.08,-192563.08,0
9165,C458519623,0.0,0.0,0.0,420232.21,420232.21,420232.21,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-420232.21,-420232.21,-420232.21,0
9166,C837959124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837174.93,837174.93,837174.93,0,0,0,0,0,0,0,0,0,1,1,1,-837174.93,-837174.93,-837174.93,0
9167,C135556755,122570.56,122570.56,122570.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,122570.56000000006,122570.56000000006,122570.56000000006,0
9168,C343919891,310641.03,310641.03,310641.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,310641.03,310641.03,310641.03,0
9169,C1703657672,438599.15,438599.15,438599.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,438599.15000000014,438599.15000000014,438599.15000000014,0
9170,C1614558160,70856.15,70856.15,70856.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,70856.1499999999,70856.1499999999,70856.1499999999,0
9171,C1404379265,304377.92,304377.92,304377.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,304377.9199999999,304377.9199999999,304377.9199999999,0
9172,C711831382,601106.22,601106.22,601106.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,601106.2200000002,601106.2200000002,601106.2200000002,0
9173,C1213888369,0.0,0.0,0.0,0.0,0.0,0.0,893517.65,893517.65,893517.65,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,893517.65,893517.65,893517.65,0
9174,C238946307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449289.49,449289.49,449289.49,0,0,0,0,0,0,0,0,0,1,1,1,-449289.49,-449289.49,-449289.49,0
9175,C483404302,0.0,0.0,0.0,129583.25,129583.25,129583.25,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-129583.25,-129583.25,-129583.25,0
9176,C1940433014,0.0,0.0,0.0,0.0,0.0,0.0,965089.72,965089.72,965089.72,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,965089.72,965089.72,965089.72,0
9177,C1695597803,0.0,0.0,0.0,66283.15,66283.15,66283.15,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-66283.15,-66283.15,-66283.15,0
9178,C476492275,0.0,0.0,0.0,12945.47,12945.47,12945.47,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-12945.469999999972,-12945.469999999972,-12945.469999999972,0
9179,C83703906,0.0,0.0,0.0,237918.93,237918.93,237918.93,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-237918.93,-237918.93,-237918.93,0
9180,C275904798,53782.61,53782.61,53782.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,53782.610000000335,53782.610000000335,53782.610000000335,0
9181,C1731532928,27791.17,27791.17,27791.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,27791.170000000042,27791.170000000042,27791.170000000042,0
9182,C268892327,0.0,0.0,0.0,0.0,0.0,0.0,692473.49,692473.49,692473.49,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,692473.49,692473.49,692473.49,0
9183,C598080350,0.0,0.0,0.0,0.0,0.0,0.0,220505.1,220505.1,220505.1,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,220505.1,220505.1,220505.1,0
9184,C1391373063,0.0,0.0,0.0,0.0,0.0,0.0,767171.35,767171.35,767171.35,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,767171.35,767171.35,767171.35,0
9185,C328706662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208546.77,2208546.77,2208546.77,0,0,0,0,0,0,0,0,0,1,1,1,-2208546.77,-2208546.77,-2208546.77,0
9186,C414270068,0.0,0.0,0.0,85662.6,85662.6,85662.6,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-85662.6,-85662.6,-85662.6,0
9187,C498705731,186355.05,186355.05,186355.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,186355.05000000005,186355.05000000005,186355.05000000005,0
9188,C741628878,111001.11,111001.11,111001.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,111001.1099999994,111001.1099999994,111001.1099999994,0
9189,C1333516613,0.0,0.0,0.0,251368.61,251368.61,251368.61,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-251368.61,-251368.61,-251368.61,0
9190,C1088589176,531615.89,531615.89,531615.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,531615.89,531615.89,531615.89,0
9191,C2004201173,274717.85,274717.85,274717.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,274717.85,274717.85,274717.85,0
9192,C997262348,0.0,0.0,0.0,212638.8,212638.8,212638.8,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-212638.80000000005,-212638.80000000005,-212638.80000000005,0
9193,C1899337797,0.0,0.0,0.0,88867.74,88867.74,88867.74,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-88867.74,-88867.74,-88867.74,0
9194,C1289302345,0.0,0.0,0.0,321346.83,321346.83,321346.83,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-321346.83,-321346.83,-321346.83,0
9195,C1968230125,59240.79,59240.79,59240.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,59240.79000000004,59240.79000000004,59240.79000000004,0
9196,C1844793486,0.0,0.0,0.0,76611.54,76611.54,76611.54,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-76611.54,-76611.54,-76611.54,0
9197,C1095875102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703769.94,1703769.94,1703769.94,0,0,0,0,0,0,0,0,0,1,1,1,-1703769.94,-1703769.94,-1703769.94,0
9198,C918180168,0.0,0.0,0.0,0.0,0.0,0.0,186595.94,186595.94,186595.94,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,186595.94,186595.94,186595.94,0
9199,C1898031876,0.0,0.0,0.0,101060.43,101060.43,101060.43,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-101060.43,-101060.43,-101060.43,0
9200,C1645984306,0.0,0.0,0.0,213566.57,213566.57,213566.57,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-213566.57,-213566.57,-213566.57,0
9201,C37032101,0.0,0.0,0.0,0.0,0.0,0.0,1355404.74,1355404.74,1355404.74,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1355404.74,1355404.74,1355404.74,0
9202,C1972023364,0.0,0.0,0.0,0.0,0.0,0.0,921453.08,921453.08,921453.08,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,921453.08,921453.08,921453.08,0
9203,C1326625634,0.0,0.0,0.0,41372.6,41372.6,41372.6,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-41372.6,-41372.6,-41372.6,0
9204,C457398335,217608.75,217608.75,217608.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,217608.75,217608.75,217608.75,0
9205,C809903328,0.0,0.0,0.0,227725.13,227725.13,227725.13,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-227725.13,-227725.13,-227725.13,0
9206,C1633093524,635854.58,635854.58,635854.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,635854.5799999998,635854.5799999998,635854.5799999998,0
9207,C826245036,0.0,0.0,0.0,70909.37,70909.37,70909.37,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-70909.37,-70909.37,-70909.37,0
9208,C1509507796,0.0,0.0,0.0,422596.61,422596.61,422596.61,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-422596.61,-422596.61,-422596.61,0
9209,C51164014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319514.8,319514.8,319514.8,0,0,0,0,0,0,0,0,0,1,1,1,-319514.8,-319514.8,-319514.8,0
9210,C891257427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097715.74,1097715.74,1097715.74,0,0,0,0,0,0,0,0,0,1,1,1,-1097715.74,-1097715.74,-1097715.74,0
9211,C1970807757,0.0,0.0,0.0,0.0,0.0,0.0,137564.97,137564.97,137564.97,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,137564.97,137564.97,137564.97,0
9212,C280697432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988871.93,988871.93,988871.93,0,0,0,0,0,0,0,0,0,1,1,1,-988871.93,-988871.93,-988871.93,0
9213,C1658291649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127999.8,127999.8,127999.8,0,0,0,0,0,0,0,0,0,1,1,1,-127999.8,-127999.8,-127999.8,0
9214,C428434737,220769.78,220769.78,220769.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,220769.78000000003,220769.78000000003,220769.78000000003,0
9215,C235200664,361847.86,361847.86,361847.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,361847.86,361847.86,361847.86,0
9216,C1553065080,18123.6,18123.6,18123.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,18123.599999999627,18123.599999999627,18123.599999999627,0
9217,C1214086450,155573.47,155573.47,155573.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,155573.47000000067,155573.47000000067,155573.47000000067,0
9218,C894304183,157785.5,157785.5,157785.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,157785.5,157785.5,157785.5,0
9219,C564611328,325292.1,325292.1,325292.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,325292.1000000015,325292.1000000015,325292.1000000015,0
9220,C78162931,0.0,0.0,0.0,161388.21,161388.21,161388.21,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-161388.21,-161388.21,-161388.21,0
9221,C1589001175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584484.88,584484.88,584484.88,0,0,0,0,0,0,0,0,0,1,1,1,-584484.88,-584484.88,-584484.88,0
9222,C1163485999,370591.6,370591.6,370591.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,370591.6,370591.6,370591.6,0
9223,C2092092269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719466.81,719466.81,719466.81,0,0,0,0,0,0,0,0,0,1,1,1,-719466.81,-719466.81,-719466.81,0
9224,C233352893,28992.55,28992.55,28992.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,28992.550000000047,28992.550000000047,28992.550000000047,0
9225,C2046728333,0.0,0.0,0.0,252936.31,252936.31,252936.31,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-252936.31,-252936.31,-252936.31,0
9226,C1045535376,0.0,0.0,0.0,201663.76,201663.76,201663.76,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-201663.76,-201663.76,-201663.76,0
9227,C1972896776,323048.83,323048.83,323048.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,323048.8300000001,323048.8300000001,323048.8300000001,0
9228,C1816470214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679733.73,679733.73,679733.73,0,0,0,0,0,0,0,0,0,1,1,1,-679733.73,-679733.73,-679733.73,0
9229,C1128015400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809630.1,809630.1,809630.1,0,0,0,0,0,0,0,0,0,1,1,1,-809630.1,-809630.1,-809630.1,0
9230,C702027816,0.0,0.0,0.0,113227.59,113227.59,113227.59,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-113227.59,-113227.59,-113227.59,0
9231,C1805267658,198994.74,198994.74,198994.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,198994.74,198994.74,198994.74,0
9232,C1774811241,0.0,0.0,0.0,17051.36,17051.36,17051.36,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-17051.36,-17051.36,-17051.36,0
9233,C202217515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457232.46,457232.46,457232.46,0,0,0,0,0,0,0,0,0,1,1,1,-457232.46,-457232.46,-457232.46,0
9234,C1095388793,0.0,0.0,0.0,304275.47,304275.47,304275.47,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-304275.47,-304275.47,-304275.47,0
9235,C2021188288,122177.11,122177.11,122177.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,122177.10999999987,122177.10999999987,122177.10999999987,0
9236,C887614544,0.0,0.0,0.0,373700.21,373700.21,373700.21,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-373700.21,-373700.21,-373700.21,0
9237,C1139649311,0.0,0.0,0.0,133729.82,133729.82,133729.82,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-133729.82,-133729.82,-133729.82,0
9238,C1882353435,327635.45,327635.45,327635.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,327635.45,327635.45,327635.45,0
9239,C2114907288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144760.42,144760.42,144760.42,0,0,0,0,0,0,0,0,0,1,1,1,-144760.42,-144760.42,-144760.42,0
9240,C2128400053,0.0,0.0,0.0,0.0,0.0,0.0,588490.32,588490.32,588490.32,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,588490.32,588490.32,588490.32,0
9241,C76673383,547792.74,547792.74,547792.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,547792.74,547792.74,547792.74,0
9242,C101488905,0.0,0.0,0.0,476346.97,476346.97,476346.97,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-476346.97,-476346.97,-476346.97,0
9243,C361921369,157111.79,157111.79,157111.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,157111.79,157111.79,157111.79,0
9244,C81477559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733368.72,733368.72,733368.72,0,0,0,0,0,0,0,0,0,1,1,1,-733368.72,-733368.72,-733368.72,0
9245,C1688650562,0.0,0.0,0.0,134446.09,134446.09,134446.09,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-134446.09,-134446.09,-134446.09,0
9246,C1944838911,0.0,0.0,0.0,259790.24,259790.24,259790.24,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-259790.24,-259790.24,-259790.24,0
9247,C1801419550,0.0,0.0,0.0,13818.88,13818.88,13818.88,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-13818.88,-13818.88,-13818.88,0
9248,C1015207465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879968.03,879968.03,879968.03,0,0,0,0,0,0,0,0,0,1,1,1,-879968.03,-879968.03,-879968.03,0
9249,C1184296547,0.0,0.0,0.0,0.0,0.0,0.0,1047651.03,1047651.03,1047651.03,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1047651.03,1047651.03,1047651.03,0
9250,C306881478,0.0,0.0,0.0,145751.63,145751.63,145751.63,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-145751.63,-145751.63,-145751.63,0
9251,C1796173189,0.0,0.0,0.0,0.0,0.0,0.0,175874.08,175874.08,175874.08,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,175874.08,175874.08,175874.08,0
9252,C1345931693,250541.06,250541.06,250541.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,250541.06000000052,250541.06000000052,250541.06000000052,0
9253,C903522806,26688.62,26688.62,26688.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,26688.619999999995,26688.619999999995,26688.619999999995,0
9254,C323010025,140432.54,140432.54,140432.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,140432.54000000004,140432.54000000004,140432.54000000004,0
9255,C205197006,90462.62,90462.62,90462.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,90462.62000000011,90462.62000000011,90462.62000000011,0
9256,C2129864392,113614.2,113614.2,113614.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,113614.19999999925,113614.19999999925,113614.19999999925,0
9257,C826543201,157981.9,157981.9,157981.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,157981.90000000037,157981.90000000037,157981.90000000037,0
9258,C1249903471,4832.93,4832.93,4832.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,4832.929999999702,4832.929999999702,4832.929999999702,0
9259,C1691430422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483427.07,483427.07,483427.07,0,0,0,0,0,0,0,0,0,1,1,1,-483427.07,-483427.07,-483427.07,0
9260,C993406353,0.0,0.0,0.0,0.0,0.0,0.0,532546.03,532546.03,532546.03,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,532546.03,532546.03,532546.03,0
9261,C423447639,0.0,0.0,0.0,0.0,0.0,0.0,481552.98,481552.98,481552.98,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,481552.98,481552.98,481552.98,0
9262,C1887602560,0.0,0.0,0.0,386720.75,386720.75,386720.75,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-386720.75,-386720.75,-386720.75,0
9263,C2033248061,0.0,0.0,0.0,56406.78,56406.78,56406.78,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-56406.78,-56406.78,-56406.78,0
9264,C392045902,0.0,0.0,0.0,208291.0,208291.0,208291.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-208291.0,-208291.0,-208291.0,0
9265,C1917530752,0.0,0.0,0.0,258085.74,258085.74,258085.74,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-258085.74,-258085.74,-258085.74,0
9266,C1070567575,0.0,0.0,0.0,211990.83,211990.83,211990.83,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-211990.83,-211990.83,-211990.83,0
